Year,State,CoC Name,Org Name,Program Name,Program Type,Award Amount
2015,TX,,"Wichita Falls, TX",CDBG,,1085473
2015,TX,,"Williamson County, TX",CDBG,,1213280
2015,UT,,"Clearfield, UT",CDBG,,213281
2015,UT,,"Davis County, UT",CDBG,,802430
2015,UT,,"Layton, UT",CDBG,,334178
2015,UT,,"Lehi, UT",CDBG,,220180
2015,UT,,"Logan, UT",CDBG,,472949
2015,UT,,"Ogden, UT",CDBG,,958923
2015,UT,,"Orem, UT",CDBG,,608190
2015,UT,,"Provo, UT",CDBG,,1280686
2015,UT,,"Salt Lake City, UT",CDBG,,3223492
2015,UT,,"Salt Lake County, UT",CDBG,,2303162
2015,UT,,"Sandy, UT",CDBG,,367074
2015,UT,,"South Jordan, UT",CDBG,,198796
2015,UT,,"St. George, UT",CDBG,,520386
2015,UT,,"Taylorsville, UT",CDBG,,385078
2015,UT,,Utah,CDBG,,4472159
2015,UT,,"Utah County, UT",CDBG,,1223274
2015,UT,,"West Jordan, UT",CDBG,,541307
2015,UT,,"West Valley, UT",CDBG,,1168072
2015,VA,,"Alexandria, VA",CDBG,,742789
2015,VA,,"Arlington County, VA",CDBG,,1133749
2015,VA,,"Blacksburg, VA",CDBG,,424753
2015,VA,,"Bristol, VA",CDBG,,228418
2015,VA,,"Charlottesville, VA",CDBG,,376098
2015,VA,,"Chesapeake, VA",CDBG,,1019917
2015,VA,,"Chesterfield County, VA",CDBG,,1188739
2015,VA,,"Christiansburg, VA",CDBG,,117568
2015,VA,,"Colonial Heights, VA",CDBG,,78219
2015,VA,,"Danville, VA",CDBG,,833109
2015,VA,,"Fairfax County, VA",CDBG,,4873926
2015,VA,,"Fredericksburg, VA",CDBG,,157791
2015,VA,,"Hampton, VA",CDBG,,1221322
2015,VA,,"Harrisonburg, VA",CDBG,,542005
2015,VA,,"Henrico County, VA",CDBG,,1575820
2015,VA,,"Hopewell, VA",CDBG,,182288
2015,VA,,"Loudoun County, VA",CDBG,,1083086
2015,VA,,"Lynchburg, VA",CDBG,,686040
2015,VA,,"Newport News, VA",CDBG,,1122004
2015,VA,,"Norfolk, VA",CDBG,,3869059
2015,VA,,"Petersburg, VA",CDBG,,612130
2015,VA,,"Portsmouth, VA",CDBG,,1387788
2015,VA,,"Prince William County, VA",CDBG,,2124045
2015,VA,,"Radford, VA",CDBG,,141427
2015,VA,,"Richmond, VA",CDBG,,4171274
2015,VA,,"Roanoke, VA",CDBG,,1536172
2015,VA,,"Suffolk, VA",CDBG,,452898
2015,VA,,Virginia,CDBG,,16444780
2015,VA,,"Virginia Beach, VA",CDBG,,1738812
2015,VA,,"Waynesboro, VA",CDBG,,178688
2015,VA,,"Winchester, VA",CDBG,,243921
2015,VI,,Virgin Islands,CDBG,,1964566
2015,VT,,"Burlington, VT",CDBG,,732146
2015,VT,,Vermont,CDBG,,6339221
2015,WA,,"Anacortes, WA",CDBG,,85495
2015,WA,,"Auburn, WA",CDBG,,519114
2015,WA,,"Bellevue, WA",CDBG,,613370
2015,WA,,"Bellingham, WA",CDBG,,720226
2015,WA,,"Bremerton, WA",CDBG,,393554
2015,WA,,"Clark County, WA",CDBG,,1427501
2015,WA,,"East Wenatchee, WA",CDBG,,108074
2015,WA,,"Everett, WA",CDBG,,834904
2015,WA,,"Federal Way, WA",CDBG,,617465
2015,WA,,"Kennewick, WA",CDBG,,534720
2015,WA,,"Kent, WA",CDBG,,969886
2015,WA,,"King County, WA",CDBG,,3493447
2015,WA,,"Kirkland, WA",CDBG,,244789
2015,WA,,"Kitsap County, WA",CDBG,,954807
2015,WA,,"Lakewood, WA",CDBG,,467748
2015,WA,,"Longview, WA",CDBG,,289556
2015,WA,,"Marysville, WA",CDBG,,346629
2015,WA,,"Mount Vernon, WA",CDBG,,300114
2015,WA,,"Olympia, WA",CDBG,,338265
2015,WA,,"Pasco, WA",CDBG,,665103
2015,WA,,"Pierce County, WA",CDBG,,2502967
2015,WA,,"Redmond, WA",CDBG,,249194
2015,WA,,"Renton, WA",CDBG,,625435
2015,WA,,"Richland, WA",CDBG,,238412
2015,WA,,"Seattle, WA",CDBG,,9107424
2015,WA,,"Shoreline, WA",CDBG,,260866
2015,WA,,"Snohomish County, WA",CDBG,,2634796
2015,WA,,"Spokane County, WA",CDBG,,1355287
2015,WA,,"Spokane, WA",CDBG,,2997960
2015,WA,,"Tacoma, WA",CDBG,,2234649
2015,WA,,"Thurston County, WA",CDBG,,1047994
2015,WA,,"Vancouver, WA",CDBG,,1157637
2015,WA,,"Walla Walla, WA",CDBG,,381892
2015,WA,,Washington,CDBG,,10978714
2015,WA,,"Wenatchee, WA",CDBG,,200299
2015,WA,,"Yakima, WA",CDBG,,856440
2015,WI,,"Appleton, WI",CDBG,,523813
2015,WI,,"Beloit, WI",CDBG,,557438
2015,WI,,"Dane County, WI",CDBG,,1010334
2015,WI,,"Eau Claire, WI",CDBG,,523676
2015,WI,,"Fond Du Lac, WI",CDBG,,479242
2015,WI,,"Green Bay, WI",CDBG,,935152
2015,WI,,"Janesville, WI",CDBG,,461738
2015,WI,,"Kenosha, WI",CDBG,,936778
2015,WI,,"La Crosse, WI",CDBG,,840420
2015,WI,,"Madison, WI",CDBG,,1662984
2015,WI,,"Milwaukee County, WI",CDBG,,1379572
2015,WI,,"Milwaukee, WI",CDBG,,14810440
2015,WI,,"Neenah, WI",CDBG,,186093
2015,WI,,"Oshkosh, WI",CDBG,,725849
2015,WI,,"Racine, WI",CDBG,,1735225
2015,WI,,"Sheboygan, WI",CDBG,,813391
2015,WI,,"Superior, WI",CDBG,,641527
2015,WI,,"Waukesha County, WI",CDBG,,928498
2015,WI,,"Waukesha, WI",CDBG,,401662
2015,WI,,"Wausau, WI",CDBG,,578155
2015,WI,,"Wauwatosa, WI",CDBG,,891326
2015,WI,,"West Allis, WI",CDBG,,1167918
2015,WI,,Wisconsin,CDBG,,16701042
2015,WV,,"Beckley, WV",CDBG,,277639
2015,WV,,"Charleston, WV",CDBG,,1371511
2015,WV,,"Huntington, WV",CDBG,,1537090
2015,WV,,"Martinsburg, WV",CDBG,,258628
2015,WV,,"Morgantown, WV",CDBG,,371158
2015,WV,,"Parkersburg, WV",CDBG,,753339
2015,WV,,"Vienna, WV",CDBG,,89772
2015,WV,,"Weirton, WV",CDBG,,376873
2015,WV,,West Virginia,CDBG,,12528038
2015,WV,,"Wheeling, WV",CDBG,,1103364
2015,WY,,"Casper, WY",CDBG,,272671
2015,WY,,"Cheyenne, WY",CDBG,,404588
2015,WY,,Wyoming,CDBG,,2784365
2014,AK,,Alaska,CDBG,,2418984
2014,AK,,"Anchorage, AK",CDBG,,1691113
2014,AL,,Alabama,CDBG,,22212610
2014,AL,,"Anniston, AL",CDBG,,528169
2014,AL,,"Auburn, AL",CDBG,,456750
2014,AL,,"Bessemer, AL",CDBG,,497677
2014,AL,,"Birmingham, AL",CDBG,,5465565
2014,AL,,"Decatur, AL",CDBG,,421988
2014,AL,,"Dothan, AL",CDBG,,447701
2014,AL,,"Florence, AL",CDBG,,334410
2014,AL,,"Gadsden, AL",CDBG,,903172
2014,AL,,"Hoover, AL",CDBG,,303740
2014,AL,,"Huntsville, AL",CDBG,,1172513
2014,AL,,"Jefferson County, AL",CDBG,,1746595
2014,AL,,"Mobile County, AL",CDBG,,1577243
2014,AL,,"Mobile, AL",CDBG,,2228413
2014,AL,,"Montgomery, AL",CDBG,,1622903
2014,AL,,"Opelika, AL",CDBG,,207730
2014,AL,,"Tuscaloosa, AL",CDBG,,832927
2014,AR,,Arkansas,CDBG,,16382141
2014,AR,,"Bentonville, AR",CDBG,,168177
2014,AR,,"Conway, AR",CDBG,,406010
2014,AR,,"Fayetteville, AR",CDBG,,585484
2014,AR,,"Fort Smith, AR",CDBG,,801700
2014,AR,,"Hot Springs, AR",CDBG,,355404
2014,AR,,"Jacksonville, AR",CDBG,,208089
2014,AR,,"Jonesboro, AR",CDBG,,573150
2014,AR,,"Little Rock, AR",CDBG,,1410585
2014,AR,,"North Little Rock, AR",CDBG,,574300
2014,AR,,"Pine Bluff, AR",CDBG,,544114
2014,AR,,"Rogers, AR",CDBG,,387735
2014,AR,,"Springdale, AR",CDBG,,800474
2014,AR,,"Texarkana, AR",CDBG,,248981
2014,AR,,"West Memphis, AR",CDBG,,331035
2014,AS,,American Samoa,CDBG,,1032423
2014,AZ,,Arizona,CDBG,,9146952
2014,AZ,,"Avondale, AZ",CDBG,,601961
2014,AZ,,"Chandler, AZ",CDBG,,1191063
2014,AZ,,"Douglas, AZ",CDBG,,191598
2014,AZ,,"Flagstaff, AZ",CDBG,,570941
2014,AZ,,"Gilbert, AZ",CDBG,,814625
2014,AZ,,"Glendale, AZ",CDBG,,2080497
2014,AZ,,"Maricopa County, AZ",CDBG,,2648381
2014,AZ,,"Mesa, AZ",CDBG,,3172935
2014,AZ,,"Peoria, AZ",CDBG,,695785
2014,AZ,,"Phoenix, AZ",CDBG,,14644765
2014,AZ,,"Pima County, AZ",CDBG,,2498848
2014,AZ,,"Prescott, AZ",CDBG,,238655
2014,AZ,,"Scottsdale, AZ",CDBG,,895072
2014,AZ,,"Sierra Vista, AZ",CDBG,,206330
2014,AZ,,"Surprise, AZ",CDBG,,541946
2014,AZ,,"Tempe, AZ",CDBG,,1380837
2014,AZ,,"Tucson, AZ",CDBG,,5113873
2014,AZ,,"Yuma, AZ",CDBG,,868330
2014,CA,,"Alameda County, CA",CDBG,,1585136
2014,CA,,"Alameda, CA",CDBG,,1073723
2014,CA,,"Alhambra, CA",CDBG,,777301
2014,CA,,"Anaheim, CA",CDBG,,4236169
2014,CA,,"Antioch, CA",CDBG,,744417
2014,CA,,"Apple Valley, CA",CDBG,,531056
2014,CA,,"Bakersfield, CA",CDBG,,3201247
2014,CA,,"Baldwin Park, CA",CDBG,,974659
2014,CA,,"Bellflower, CA",CDBG,,882483
2014,CA,,"Berkeley, CA",CDBG,,2496679
2014,CA,,"Buena Park, CA",CDBG,,720654
2014,CA,,"Burbank, CA",CDBG,,898083
2014,CA,,California,CDBG,,29529712
2014,CA,,"Camarillo, CA",CDBG,,299906
2014,CA,,"Carlsbad, CA",CDBG,,484303
2014,CA,,"Carson, CA",CDBG,,655536
2014,CA,,"Cathedral City, CA",CDBG,,511520
2014,CA,,"Cerritos, CA",CDBG,,229165
2014,CA,,"Chico, CA",CDBG,,739228
2014,CA,,"Chino Hills, CA",CDBG,,311730
2014,CA,,"Chino, CA",CDBG,,480971
2014,CA,,"Chula Vista, CA",CDBG,,1719498
2014,CA,,"Citrus Heights, CA",CDBG,,557219
2014,CA,,"Clovis, CA",CDBG,,578706
2014,CA,,"Compton, CA",CDBG,,1535456
2014,CA,,"Concord, CA",CDBG,,907860
2014,CA,,"Contra Costa County, CA",CDBG,,2976594
2014,CA,,"Corona, CA",CDBG,,1092105
2014,CA,,"Costa Mesa, CA",CDBG,,1031757
2014,CA,,"Cupertino, CA",CDBG,,310943
2014,CA,,"Daly City, CA",CDBG,,956392
2014,CA,,"Davis, CA",CDBG,,612980
2014,CA,,"Delano, CA",CDBG,,625657
2014,CA,,"Downey, CA",CDBG,,1090427
2014,CA,,"El Cajon, CA",CDBG,,1157598
2014,CA,,"El Centro, CA",CDBG,,539664
2014,CA,,"El Monte, CA",CDBG,,1810187
2014,CA,,"Elk Grove, CA",CDBG,,794664
2014,CA,,"Encinitas, CA",CDBG,,278297
2014,CA,,"Escondido, CA",CDBG,,1452348
2014,CA,,"Fairfield, CA",CDBG,,699836
2014,CA,,"Fontana, CA",CDBG,,1864976
2014,CA,,"Fountain Valley, CA",CDBG,,270044
2014,CA,,"Fremont, CA",CDBG,,1080735
2014,CA,,"Fresno County, CA",CDBG,,3175180
2014,CA,,"Fresno, CA",CDBG,,6280810
2014,CA,,"Fullerton, CA",CDBG,,1317099
2014,CA,,"Garden Grove, CA",CDBG,,1973147
2014,CA,,"Gardena, CA",CDBG,,656444
2014,CA,,"Gilroy, CA",CDBG,,364507
2014,CA,,"Glendale, CA",CDBG,,1627938
2014,CA,,"Glendora, CA",CDBG,,226682
2014,CA,,"Goleta, CA",CDBG,,184125
2014,CA,,"Hanford, CA",CDBG,,456555
2014,CA,,"Hawthorne, CA",CDBG,,1154811
2014,CA,,"Hayward, CA",CDBG,,1410271
2014,CA,,"Hemet, CA",CDBG,,752753
2014,CA,,"Hesperia, CA",CDBG,,895488
2014,CA,,"Huntington Beach, CA",CDBG,,963901
2014,CA,,"Huntington Park, CA",CDBG,,1308812
2014,CA,,"Indio, CA",CDBG,,870530
2014,CA,,"Inglewood, CA",CDBG,,1464417
2014,CA,,"Irvine, CA",CDBG,,1237699
2014,CA,,"Kern County, CA",CDBG,,4654526
2014,CA,,"La Habra, CA",CDBG,,792906
2014,CA,,"La Mesa, CA",CDBG,,379395
2014,CA,,"Laguna Niguel, CA",CDBG,,269396
2014,CA,,"Lake Elsinore, CA",CDBG,,386815
2014,CA,,"Lake Forest, CA",CDBG,,420220
2014,CA,,"Lakewood, CA",CDBG,,484216
2014,CA,,"Lancaster, CA",CDBG,,1327711
2014,CA,,"Livermore, CA",CDBG,,391307
2014,CA,,"Lodi, CA",CDBG,,602382
2014,CA,,"Long Beach, CA",CDBG,,5711037
2014,CA,,"Los Angeles County, CA",CDBG,,21084444
2014,CA,,"Los Angeles, CA",CDBG,,51090928
2014,CA,,"Lynwood, CA",CDBG,,1126616
2014,CA,,"Madera, CA",CDBG,,894292
2014,CA,,"Marin County, CA",CDBG,,1283613
2014,CA,,"Menifee, CA",CDBG,,438375
2014,CA,,"Merced, CA",CDBG,,949593
2014,CA,,"Milpitas, CA",CDBG,,395456
2014,CA,,"Mission Viejo, CA",CDBG,,418008
2014,CA,,"Modesto, CA",CDBG,,1883728
2014,CA,,"Montebello, CA",CDBG,,687125
2014,CA,,"Monterey County, CA",CDBG,,865067
2014,CA,,"Monterey Park, CA",CDBG,,599398
2014,CA,,"Monterey, CA",CDBG,,183890
2014,CA,,"Moreno Valley, CA",CDBG,,1970284
2014,CA,,"Mountain View, CA",CDBG,,540596
2014,CA,,"Napa, CA",CDBG,,637647
2014,CA,,"National City, CA",CDBG,,774566
2014,CA,,"Newport Beach, CA",CDBG,,366830
2014,CA,,"Norwalk, CA",CDBG,,1158578
2014,CA,,"Oakland, CA",CDBG,,7295268
2014,CA,,"Oceanside, CA",CDBG,,1200645
2014,CA,,"Ontario, CA",CDBG,,1802546
2014,CA,,"Orange County, CA",CDBG,,3042788
2014,CA,,"Orange, CA",CDBG,,1155956
2014,CA,,"Oxnard, CA",CDBG,,2145231
2014,CA,,"Palm Desert, CA",CDBG,,280226
2014,CA,,"Palm Springs, CA",CDBG,,328232
2014,CA,,"Palmdale, CA",CDBG,,1371209
2014,CA,,"Palo Alto, CA",CDBG,,433993
2014,CA,,"Paradise, CA",CDBG,,173625
2014,CA,,"Paramount, CA",CDBG,,868201
2014,CA,,"Pasadena, CA",CDBG,,1795378
2014,CA,,"Perris, CA",CDBG,,861889
2014,CA,,"Petaluma, CA",CDBG,,328342
2014,CA,,"Pico Rivera, CA",CDBG,,653362
2014,CA,,"Pittsburg, CA",CDBG,,592630
2014,CA,,"Pleasanton, CA",CDBG,,266266
2014,CA,,"Pomona, CA",CDBG,,2025433
2014,CA,,"Porterville, CA",CDBG,,667621
2014,CA,,"Rancho Cordova, CA",CDBG,,564180
2014,CA,,"Rancho Cucamonga, CA",CDBG,,802705
2014,CA,,"Rancho Santa Margarita, CA",CDBG,,204813
2014,CA,,"Redding, CA",CDBG,,727555
2014,CA,,"Redlands, CA",CDBG,,433050
2014,CA,,"Redondo Beach, CA",CDBG,,274524
2014,CA,,"Redwood City, CA",CDBG,,692372
2014,CA,,"Rialto, CA",CDBG,,1098300
2014,CA,,"Richmond, CA",CDBG,,1092323
2014,CA,,"Riverside County, CA",CDBG,,7055780
2014,CA,,"Riverside, CA",CDBG,,2981023
2014,CA,,"Rocklin, CA",CDBG,,211422
2014,CA,,"Rosemead, CA",CDBG,,634720
2014,CA,,"Roseville, CA",CDBG,,574141
2014,CA,,"Sacramento County, CA",CDBG,,4815600
2014,CA,,"Sacramento, CA",CDBG,,4269759
2014,CA,,"Salinas, CA",CDBG,,1995167
2014,CA,,"San Bernardino County, CA",CDBG,,6046806
2014,CA,,"San Bernardino, CA",CDBG,,3152124
2014,CA,,"San Buenaventura, CA",CDBG,,739298
2014,CA,,"San Clemente, CA",CDBG,,324819
2014,CA,,"San Diego County, CA",CDBG,,3592522
2014,CA,,"San Diego, CA",CDBG,,10978461
2014,CA,,"San Francisco, CA",CDBG,,16627564
2014,CA,,"San Joaquin County, CA",CDBG,,2421962
2014,CA,,"San Jose, CA",CDBG,,8141778
2014,CA,,"San Leandro, CA",CDBG,,691519
2014,CA,,"San Luis Obispo County, CA",CDBG,,1627673
2014,CA,,"San Marcos, CA",CDBG,,568620
2014,CA,,"San Mateo County, CA",CDBG,,2393716
2014,CA,,"San Mateo, CA",CDBG,,683961
2014,CA,,"Santa Ana, CA",CDBG,,5560186
2014,CA,,"Santa Barbara County, CA",CDBG,,1511673
2014,CA,,"Santa Barbara, CA",CDBG,,788961
2014,CA,,"Santa Clara County, CA",CDBG,,1454488
2014,CA,,"Santa Clara, CA",CDBG,,856158
2014,CA,,"Santa Clarita, CA",CDBG,,1138090
2014,CA,,"Santa Cruz, CA",CDBG,,506413
2014,CA,,"Santa Maria, CA",CDBG,,1276327
2014,CA,,"Santa Monica, CA",CDBG,,995441
2014,CA,,"Santa Rosa, CA",CDBG,,1313301
2014,CA,,"Santee, CA",CDBG,,279672
2014,CA,,"Seaside, CA",CDBG,,374713
2014,CA,,"Simi Valley, CA",CDBG,,572301
2014,CA,,"Sonoma County, CA",CDBG,,1617290
2014,CA,,"South Gate, CA",CDBG,,1466189
2014,CA,,"South San Francisco, CA",CDBG,,417249
2014,CA,,"Stanislaus County, CA",CDBG,,2139064
2014,CA,,"Stockton, CA",CDBG,,3312531
2014,CA,,"Sunnyvale, CA",CDBG,,1017441
2014,CA,,"Temecula, CA",CDBG,,544070
2014,CA,,"Thousand Oaks, CA",CDBG,,557289
2014,CA,,"Torrance, CA",CDBG,,854375
2014,CA,,"Tulare, CA",CDBG,,617037
2014,CA,,"Turlock, CA",CDBG,,541582
2014,CA,,"Tustin, CA",CDBG,,688674
2014,CA,,"Union City, CA",CDBG,,451654
2014,CA,,"Upland, CA",CDBG,,517159
2014,CA,,"Vacaville, CA",CDBG,,412166
2014,CA,,"Vallejo, CA",CDBG,,943998
2014,CA,,"Ventura County, CA",CDBG,,1531833
2014,CA,,"Victorville, CA",CDBG,,1070234
2014,CA,,"Visalia, CA",CDBG,,1072837
2014,CA,,"Vista, CA",CDBG,,854222
2014,CA,,"Walnut Creek, CA",CDBG,,232215
2014,CA,,"Watsonville, CA",CDBG,,749142
2014,CA,,"West Covina, CA",CDBG,,789590
2014,CA,,"Westminster, CA",CDBG,,935585
2014,CA,,"Whittier, CA",CDBG,,700827
2014,CA,,"Woodland, CA",CDBG,,446268
2014,CA,,"Yorba Linda, CA",CDBG,,197653
2014,CA,,"Yuba City, CA",CDBG,,548276
2014,CO,,"Adams County, CO",CDBG,,1615680
2014,CO,,"Arapahoe County, CO",CDBG,,1096532
2014,CO,,"Arvada, CO",CDBG,,458353
2014,CO,,"Aurora, CO",CDBG,,2711711
2014,CO,,"Boulder, CO",CDBG,,720822
2014,CO,,"Broomfield, CO",CDBG,,201528
2014,CO,,"Centennial, CO",CDBG,,311924
2014,CO,,Colorado,CDBG,,8292594
2014,CO,,"Colorado Springs, CO",CDBG,,2560055
2014,CO,,"Denver, CO",CDBG,,6859983
2014,CO,,"Douglas County, CO",CDBG,,853273
2014,CO,,"El Paso County, CO",CDBG,,932816
2014,CO,,"Fort Collins, CO",CDBG,,924036
2014,CO,,"Grand Junction, CO",CDBG,,376349
2014,CO,,"Greeley, CO",CDBG,,848389
2014,CO,,"Jefferson County, CO",CDBG,,975014
2014,CO,,"Lakewood, CO",CDBG,,875805
2014,CO,,"Longmont, CO",CDBG,,580094
2014,CO,,"Loveland, CO",CDBG,,301648
2014,CO,,"Pueblo, CO",CDBG,,1340195
2014,CO,,"Thornton, CO",CDBG,,606902
2014,CO,,"Westminster, CO",CDBG,,614010
2014,CT,,"Bridgeport, CT",CDBG,,2826079
2014,CT,,"Bristol, CT",CDBG,,546539
2014,CT,,Connecticut,CDBG,,11958150
2014,CT,,"Danbury, CT",CDBG,,571680
2014,CT,,"East Hartford, CT",CDBG,,547539
2014,CT,,"Fairfield, CT",CDBG,,456698
2014,CT,,"Greenwich, CT",CDBG,,735628
2014,CT,,"Hamden, CT",CDBG,,379299
2014,CT,,"Hartford, CT",CDBG,,3467242
2014,CT,,"Manchester, CT",CDBG,,553805
2014,CT,,"Meriden, CT",CDBG,,814162
2014,CT,,"Middletown, CT",CDBG,,414465
2014,CT,,"Milford, CT",CDBG,,425953
2014,CT,,"New Britain, CT",CDBG,,1501180
2014,CT,,"New Haven, CT",CDBG,,3493881
2014,CT,,"New London, CT",CDBG,,718121
2014,CT,,"Norwalk, CT",CDBG,,889453
2014,CT,,"Norwich, CT",CDBG,,814280
2014,CT,,"Stamford, CT",CDBG,,897738
2014,CT,,"Stratford, CT",CDBG,,552322
2014,CT,,"Waterbury, CT",CDBG,,1913444
2014,CT,,"West Hartford, CT",CDBG,,853715
2014,CT,,"West Haven, CT",CDBG,,619258
2014,DC,,"Washington, DC",CDBG,,13970469
2014,DE,,Delaware,CDBG,,1931385
2014,DE,,"Dover, DE",CDBG,,226472
2014,DE,,"New Castle County, DE",CDBG,,2217205
2014,DE,,"Wilmington, DE",CDBG,,2148839
2014,FL,,"Boca Raton, FL",CDBG,,416836
2014,FL,,"Boynton Beach, FL",CDBG,,478192
2014,FL,,"Bradenton, FL",CDBG,,383600
2014,FL,,"Brevard County, FL",CDBG,,1170088
2014,FL,,"Broward County, FL",CDBG,,2369587
2014,FL,,"Cape Coral, FL",CDBG,,859788
2014,FL,,"Clearwater, FL",CDBG,,726298
2014,FL,,"Cocoa, FL",CDBG,,181146
2014,FL,,"Coconut Creek, FL",CDBG,,258962
2014,FL,,"Collier County, FL",CDBG,,2105561
2014,FL,,"Coral Springs, FL",CDBG,,626776
2014,FL,,"Davie, FL",CDBG,,554751
2014,FL,,"Daytona Beach, FL",CDBG,,561066
2014,FL,,"Deerfield Beach, FL",CDBG,,619130
2014,FL,,"Delray Beach, FL",CDBG,,404964
2014,FL,,"Deltona, FL",CDBG,,440094
2014,FL,,"Escambia County, FL",CDBG,,1653390
2014,FL,,Florida,CDBG,,24130014
2014,FL,,"Fort Lauderdale, FL",CDBG,,1486847
2014,FL,,"Fort Myers, FL",CDBG,,651709
2014,FL,,"Fort Pierce, FL",CDBG,,502702
2014,FL,,"Fort Walton Beach, FL",CDBG,,115400
2014,FL,,"Gainesville, FL",CDBG,,1304889
2014,FL,,"Hialeah, FL",CDBG,,2130829
2014,FL,,"Hillsborough County, FL",CDBG,,5641200
2014,FL,,"Hollywood, FL",CDBG,,1050959
2014,FL,,"Homestead, FL",CDBG,,770035
2014,FL,,"Jacksonville-Duval County, FL",CDBG,,5594293
2014,FL,,"Jupiter, FL",CDBG,,257057
2014,FL,,"Kissimmee, FL",CDBG,,513694
2014,FL,,"Lake County, FL",CDBG,,954505
2014,FL,,"Lakeland, FL",CDBG,,766341
2014,FL,,"Largo, FL",CDBG,,439392
2014,FL,,"Lauderhill, FL",CDBG,,761399
2014,FL,,"Lee County, FL",CDBG,,2499268
2014,FL,,"Manatee County, FL",CDBG,,1599871
2014,FL,,"Marco Island, FL",CDBG,,73903
2014,FL,,"Margate, FL",CDBG,,345675
2014,FL,,"Marion County, FL",CDBG,,1757732
2014,FL,,"Melbourne, FL",CDBG,,449473
2014,FL,,"Miami Beach, FL",CDBG,,935610
2014,FL,,"Miami Gardens, FL",CDBG,,999851
2014,FL,,"Miami, FL",CDBG,,4734641
2014,FL,,"Miami-Dade County, FL",CDBG,,10781151
2014,FL,,"Miramar, FL",CDBG,,694602
2014,FL,,"Naples, FL",CDBG,,91185
2014,FL,,"North Miami, FL",CDBG,,763297
2014,FL,,"Ocala, FL",CDBG,,450953
2014,FL,,"Orange County, FL",CDBG,,5348582
2014,FL,,"Orlando, FL",CDBG,,1806256
2014,FL,,"Osceola County, FL",CDBG,,1255762
2014,FL,,"Palm Bay, FL",CDBG,,611459
2014,FL,,"Palm Beach County, FL",CDBG,,5865753
2014,FL,,"Palm Coast, FL",CDBG,,418101
2014,FL,,"Panama City, FL",CDBG,,324812
2014,FL,,"Pasco County, FL",CDBG,,2624280
2014,FL,,"Pembroke Pines, FL",CDBG,,728178
2014,FL,,"Pensacola, FL",CDBG,,704589
2014,FL,,"Pinellas County, FL",CDBG,,2422408
2014,FL,,"Plantation, FL",CDBG,,427727
2014,FL,,"Polk County, FL",CDBG,,2953474
2014,FL,,"Pompano Beach, FL",CDBG,,938953
2014,FL,,"Port Orange, FL",CDBG,,266755
2014,FL,,"Port St. Lucie, FL",CDBG,,927375
2014,FL,,"Punta Gorda, FL",CDBG,,75011
2014,FL,,"Sanford, FL",CDBG,,379551
2014,FL,,"Sarasota County, FL",CDBG,,1556860
2014,FL,,"Sarasota, FL",CDBG,,402666
2014,FL,,"Sebastian, FL",CDBG,,97085
2014,FL,,"Seminole County, FL",CDBG,,1695056
2014,FL,,"St. Petersburg, FL",CDBG,,1590819
2014,FL,,"Sunrise, FL",CDBG,,521504
2014,FL,,"Tallahassee, FL",CDBG,,1761861
2014,FL,,"Tamarac, FL",CDBG,,355970
2014,FL,,"Tampa, FL",CDBG,,2630580
2014,FL,,"Titusville, FL",CDBG,,242378
2014,FL,,"Volusia County, FL",CDBG,,1715147
2014,FL,,"Wellington, FL",CDBG,,258600
2014,FL,,"West Palm Beach, FL",CDBG,,824199
2014,FL,,"Weston, FL",CDBG,,244481
2014,FL,,"Winter Haven, FL",CDBG,,320033
2014,GA,,"Albany, GA",CDBG,,882403
2014,GA,,"Athens-Clarke County, GA",CDBG,,1269701
2014,GA,,"Atlanta, GA",CDBG,,6861534
2014,GA,,"Augusta-Richmond County, GA",CDBG,,1703221
2014,GA,,"Brunswick, GA",CDBG,,345773
2014,GA,,"Cherokee County, GA",CDBG,,983383
2014,GA,,"Clayton County, GA",CDBG,,2078435
2014,GA,,"Cobb County, GA",CDBG,,3060484
2014,GA,,"Columbus-Muscogee County, GA",CDBG,,1341715
2014,GA,,"Dalton, GA",CDBG,,379015
2014,GA,,"DeKalb County, GA",CDBG,,4625313
2014,GA,,"Fulton County, GA",CDBG,,1676919
2014,GA,,"Gainesville, GA",CDBG,,417758
2014,GA,,Georgia,CDBG,,36929936
2014,GA,,"Gwinnett County, GA",CDBG,,5098532
2014,GA,,"Henry County, GA",CDBG,,1002637
2014,GA,,"Hinesville, GA",CDBG,,225004
2014,GA,,"Johns Creek, GA",CDBG,,270117
2014,GA,,"Macon-Bibb County, GA",CDBG,,1533672
2014,GA,,"Marietta, GA",CDBG,,542384
2014,GA,,"Rome, GA",CDBG,,406047
2014,GA,,"Roswell, GA",CDBG,,431921
2014,GA,,"Sandy Springs, GA",CDBG,,545644
2014,GA,,"Savannah, GA",CDBG,,2114251
2014,GA,,"Smyrna, GA",CDBG,,293025
2014,GA,,"Valdosta, GA",CDBG,,550525
2014,GA,,"Warner Robins, GA",CDBG,,472827
2014,GU,,Guam,CDBG,,3025967
2014,HI,,"Hawaii County, HI",CDBG,,2677897
2014,HI,,"Honolulu, HI",CDBG,,7593075
2014,HI,,"Kauai County, HI",CDBG,,720550
2014,HI,,"Maui County, HI",CDBG,,1571310
2014,IA,,"Ames, IA",CDBG,,488278
2014,IA,,"Cedar Falls, IA",CDBG,,249953
